證券代號,投標開始日,撥券日期(上市、上櫃日期),成交量,成交金額,開盤價,最高價,最低價,收盤價,價差,成交筆數,首日收盤溢價率,首日最高溢價率,首日最低溢價率,最低得標加價率,加權平均加價率
6026,2016-01-07,2016-01-27,2729008,25884784,9.5,9.55,9.3,9.4,-0.1,351,-0.011,0.005,-0.021,0.287,0.287
6510,2016-03-04,2016-03-24,1471264,878440040,590.0,622.0,580.0,615.0,255.0,1212,0.364,0.38,0.287,0.467,0.503
2739,2016-04-28,2016-05-19,2705274,142464500,52.0,53.8,52.0,52.0,0.0,1846,-0.031,0.003,-0.031,0.34,0.383
6531,2016-05-11,2016-05-31,3796149,377727776,99.0,102.0,95.2,95.2,0.0,2117,0.011,0.083,0.011,0.296,0.326
6523,2016-05-26,2016-06-16,1511976,412510568,280.0,280.0,264.0,265.0,77.0,1261,-0.021,0.035,-0.024,0.71,0.799
6446,2016-06-29,2016-07-19,7072701,1411683700,200.0,203.0,195.0,199.5,40.5,4950,0.148,0.168,0.122,0.245,0.312
4552,2016-06-30,2016-07-20,5899032,701284468,117.0,126.5,115.0,122.0,0.0,2935,0.055,0.094,-0.006,0.264,0.446
1240,2018-07-19,2018-08-08,1102200,63541060,59.0,59.9,55.1,55.2,8.0,773,0.028,0.115,0.026,0.349,0.377
1268,2017-09-07,2017-09-27,1341117,235269209,177.5,179.5,168.5,176.0,26.0,989,0.068,0.089,0.023,0.281,0.318
1294,2024-09-05,2024-09-26,836922,108245643,131.0,133.0,125.5,126.5,8.5,768,0.056,0.11,0.048,0.15,0.198
1295,2025-05-12,2025-05-27,1328568,85221936,64.7,66.1,62.0,66.1,9.6,909,0.115,0.115,0.046,0.248,0.281
1341,2018-12-05,2018-12-24,1152000,71829200,58.1,68.0,58.1,64.6,0.0,998,0.758,0.851,0.581,0.422,0.48
1342,2020-11-04,2020-11-24,1930110,122253650,63.0,65.6,61.0,65.6,0.0,1383,-0.002,-0.002,-0.072,0.272,0.314
1563,2024-04-22,2024-05-13,7050997,593852961,83.0,89.0,81.0,86.9,0.0,4873,0.165,0.193,0.086,0.151,0.193
1587,2018-03-23,2018-04-16,3680369,86460520,23.75,24.2,22.6,23.9,0.0,2198,0.168,0.183,0.105,0.29,0.32
1598,2016-08-30,2016-09-20,2779154,134582111,48.9,49.5,47.05,47.15,0.0,1666,-0.038,0.01,-0.04,0.267,0.317
1623,2026-01-07,2026-01-22,2444095,692577292,276.5,296.0,263.0,295.0,0.0,2769,0.282,0.287,0.143,0.493,0.529
1760,2018-01-03,2018-01-23,3698304,224691884,60.5,62.3,58.6,60.5,0.0,2716,0.069,0.101,0.036,0.106,0.251
1796,2018-01-02,2018-01-22,1170050,60867585,54.0,54.0,49.0,51.4,16.6,807,0.123,0.18,0.071,0.5,0.578
2065,2017-03-30,2017-04-21,2010300,76469490,37.9,39.0,36.9,37.6,5.4,1250,-0.176,-0.145,-0.191,0.572,0.629
2070,2018-11-27,2018-12-17,3609759,182059670,46.0,57.0,46.0,57.0,25.15,2255,0.789,0.789,0.443,0.1,0.145
2073,2023-06-01,2023-06-21,1058140,35984745,33.0,35.0,32.65,34.95,12.95,769,0.11,0.112,0.037,0.649,0.674
2211,2021-03-19,2021-04-12,15340609,1095361865,72.0,75.5,65.0,72.5,0.0,8961,0.399,0.457,0.254,0.488,0.542
2241,2020-08-06,2020-08-26,4415024,273253960,59.2,67.0,58.6,64.8,0.0,2997,0.167,0.206,0.055,0.285,0.322
2243,2017-09-07,2017-09-27,2070000,71920950,34.0,35.95,33.8,35.15,0.0,1126,-0.002,0.021,-0.04,0.107,0.174
2247,2020-09-17,2020-10-12,2978312,868076372,300.0,301.5,283.0,285.5,0.0,2605,-0.001,0.055,-0.01,0.611,0.7
2248,2025-02-20,2025-03-13,1365658,84168702,63.0,63.0,60.2,60.4,0.0,1142,-0.006,0.037,-0.009,0.27,0.312
2250,2021-05-11,2021-05-31,3126198,494836203,152.0,171.0,151.0,159.0,0.0,2355,0.513,0.627,0.437,0.483,0.59
2254,2023-10-02,2023-10-20,295000,26056100,87.4,99.0,78.0,78.0,0.0,150,-0.08,0.168,-0.08,0.134,0.308
2630,2018-01-29,2018-02-22,3521752,119654741,33.3,35.5,33.0,33.3,0.0,2090,0.059,0.129,0.05,0.52,0.571
2633,2016-10-06,2016-10-27,79716801,1762148850,20.6,24.8,20.5,24.05,0.0,26176,0.35,0.392,0.151,0.479,0.53
2645,2023-02-20,2023-03-14,8433623,768527459,91.9,94.7,89.5,89.5,0.0,5999,0.079,0.142,0.079,0.406,0.439
2646,2024-10-04,2024-10-25,253282154,7345382637,25.95,32.0,25.65,30.75,0.0,122065,0.321,0.375,0.102,0.244,0.339
2743,2020-02-17,2020-03-09,1338000,17766950,13.05,14.5,12.7,14.05,1.55,804,-0.051,-0.02,-0.142,0.41,0.48
2745,2018-03-23,2018-04-16,1171200,38544650,33.4,33.5,32.55,32.8,6.8,712,0.043,0.065,0.035,0.398,0.428
2751,2024-08-21,2024-09-10,717156,55242386,80.9,80.9,74.2,74.5,3.7,576,0.041,0.13,0.036,0.13,0.193
2752,2019-09-04,2019-09-25,773010,94220750,122.5,124.0,120.0,120.0,15.0,641,0.02,0.054,0.02,0.369,0.401
2753,2021-08-20,2021-09-09,1631483,270903750,162.5,172.0,159.0,167.0,0.0,1932,0.009,0.039,-0.039,0.245,0.271
2754,2020-08-28,2020-09-17,5672327,629966016,112.0,120.5,98.0,108.0,53.0,4321,0.387,0.548,0.259,0.584,0.727
2755,2020-11-26,2020-12-16,581249,39837886,71.0,71.0,66.3,68.8,8.8,475,-0.068,-0.038,-0.102,0.481,0.538
2756,2021-12-24,2022-01-14,524434,66359468,139.0,139.0,118.5,121.5,42.7,435,0.019,0.165,-0.007,0.687,0.741
2762,2024-01-04,2024-01-24,3128690,391216522,130.0,133.0,118.5,119.5,0.0,2660,-0.111,-0.011,-0.119,0.03,0.171
2897,2017-04-14,2017-05-05,28832693,270492745,9.05,9.89,9.05,9.28,0.0,6468,0.139,0.213,0.11,0.341,0.363
2937,2017-05-18,2017-06-08,1194000,35062850,30.2,30.6,28.4,28.4,3.25,701,-0.043,0.031,-0.043,0.326,0.38
2939,2017-12-21,2018-01-11,1593000,340207000,213.5,219.5,206.0,210.0,0.0,1241,0.12,0.17,0.098,0.398,0.443
2941,2024-02-29,2024-03-20,316341,27859655,90.2,92.0,84.0,89.7,11.7,334,-0.044,-0.02,-0.105,0.4,0.444
2945,2021-11-10,2021-11-30,3321604,260173119,77.9,87.6,73.0,84.0,0.0,2584,0.172,0.222,0.018,0.23,0.278
2947,2021-09-14,2021-10-06,652585,72395098,109.5,117.0,104.0,112.5,32.5,542,0.047,0.089,-0.032,0.545,0.611
2948,2023-11-22,2023-12-12,804107,63107416,81.6,81.6,76.1,76.6,4.6,592,-0.03,0.033,-0.036,0.267,0.316
2949,2023-11-27,2023-12-15,1629717,253692570,142.5,165.0,142.0,159.0,69.0,1390,0.255,0.302,0.121,0.503,0.577
3135,2025-07-22,2025-08-06,3116471,100529918,33.35,33.4,31.5,32.35,0.0,2052,0.047,0.081,0.019,0.307,0.346
3138,2020-11-23,2020-12-11,2003575,164478155,81.0,87.0,80.5,87.0,0.0,1608,0.216,0.216,0.125,0.611,0.68
3147,2018-05-09,2018-05-29,1305917,27947885,21.5,22.0,21.05,21.4,2.4,820,-0.0,0.028,-0.017,0.315,0.341
3150,2024-06-12,2024-06-27,504000,22483750,43.0,46.8,42.7,43.3,0.0,273,0.13,0.221,0.114,0.266,0.339
3158,2025-10-31,2025-11-17,897169,89291646,102.0,103.5,97.1,100.5,20.5,876,0.009,0.04,-0.025,0.399,0.456
3168,2024-03-06,2024-03-26,2164203,138833360,64.7,65.8,63.1,63.6,0.0,1604,0.03,0.065,0.022,0.418,0.47
3178,2018-10-30,2018-11-19,1082125,31912675,28.8,29.8,28.8,29.25,-0.4,554,-0.013,0.006,-0.028,0.05,0.162
3346,2016-11-29,2016-12-19,5224952,261535100,46.0,54.6,46.0,51.1,0.0,2525,0.441,0.54,0.297,0.407,0.478
3349,2022-03-03,2022-03-23,1327696,28988671,21.5,22.7,21.0,22.55,3.65,1007,0.072,0.079,-0.002,0.172,0.226
3357,2021-04-07,2021-04-27,5451810,960232350,172.0,182.5,168.0,176.5,57.5,4833,0.054,0.09,0.003,0.73,0.804
3430,2022-08-19,2022-09-08,2862210,163792336,54.3,60.0,53.5,59.1,17.1,1711,0.203,0.221,0.089,0.323,0.404
3447,2022-11-25,2022-12-15,6641945,275034042,39.4,48.0,38.35,48.0,0.0,3212,0.457,0.457,0.164,0.451,0.483
3467,2025-03-05,2025-03-25,1240783,81470662,69.0,69.0,62.5,66.5,31.5,1127,0.117,0.159,0.05,1.0,1.127
3530,2018-06-26,2018-07-16,3292002,473486292,137.0,151.5,137.0,146.0,0.0,2349,0.075,0.116,0.009,0.454,0.533
3543,2020-03-24,2020-04-15,4011100,74839145,17.8,19.5,17.8,18.9,0.0,1930,0.238,0.277,0.166,0.208,0.272
3592,2021-12-17,2022-01-07,4114322,2154042495,531.0,542.0,503.0,526.0,0.0,4082,0.04,0.072,-0.005,0.804,0.838
3597,2020-02-17,2020-03-09,1297000,21661850,17.0,17.25,16.1,16.5,1.0,735,-0.028,0.016,-0.052,0.274,0.327
4148,2017-05-18,2017-06-08,4594220,321522340,69.9,73.2,65.0,71.3,0.0,2621,0.187,0.218,0.082,0.11,0.202
4155,2017-11-15,2017-12-05,4784000,159860600,34.5,35.4,30.7,34.9,0.0,2384,0.226,0.244,0.079,0.38,0.423
4166,2025-08-06,2025-08-21,1886105,53260924,28.0,28.6,27.95,27.95,-0.05,1334,-0.024,-0.001,-0.024,0.196,0.278
4438,2016-09-27,2016-10-18,3141762,575556065,183.0,188.0,179.0,181.0,0.0,2472,0.031,0.071,0.02,0.213,0.26
4439,2019-11-15,2019-12-05,1495000,299460500,200.0,205.5,195.5,203.0,0.0,1040,0.103,0.116,0.062,0.243,0.328
4440,2021-10-04,2021-10-25,2485329,109397644,44.45,44.85,42.8,44.0,0.0,1636,0.031,0.051,0.003,0.238,0.302
4441,2025-08-25,2025-09-09,1666463,406434924,245.0,250.0,235.0,240.0,0.0,1605,0.035,0.078,0.014,0.281,0.302
4442,2023-11-09,2023-11-29,2090211,64977479,32.95,33.0,28.05,30.65,8.65,1299,0.168,0.257,0.069,0.208,0.372
4538,2018-12-24,2019-01-15,3009712,57366077,19.4,20.15,18.1,20.1,6.1,1574,0.039,0.041,-0.065,0.447,0.52
4540,2018-07-26,2018-08-15,3754294,439363398,120.0,122.0,111.5,114.5,0.0,2808,-0.015,0.05,-0.041,0.442,0.471
4558,2022-02-24,2022-03-17,1416131,61131058,42.0,45.5,40.5,43.8,3.8,939,-0.085,-0.05,-0.154,0.336,0.413
4561,2018-05-22,2018-06-11,5174125,255701987,44.0,55.0,41.3,54.3,27.8,2679,0.574,0.595,0.197,0.459,0.497
4562,2017-08-01,2017-08-21,2530681,114437945,46.5,46.5,43.6,44.95,0.0,1612,0.022,0.058,-0.008,0.078,0.209
4563,2018-06-22,2018-07-12,1746910,138301879,79.8,81.1,77.0,77.0,18.1,1134,0.009,0.063,0.009,0.464,0.489
4564,2019-02-13,2019-03-07,9908488,533105252,53.0,55.1,52.3,54.3,0.0,4216,0.524,0.547,0.468,0.584,0.61
4566,2018-01-16,2018-02-05,2380030,184074503,76.0,79.2,74.2,79.2,0.0,1842,0.169,0.169,0.095,0.188,0.22
4568,2018-09-12,2018-10-03,657350,59729200,90.9,93.9,88.8,90.4,15.4,539,0.018,0.057,-0.0,0.322,0.362
4569,2023-07-11,2023-07-31,944449,112478623,122.5,124.5,113.5,116.5,0.0,838,0.043,0.115,0.016,0.731,0.861
4571,2019-08-27,2019-09-17,2753000,243281800,89.0,92.3,85.5,90.0,0.0,1655,0.102,0.13,0.047,0.253,0.307
4572,2019-08-21,2019-09-10,1677208,270496380,159.5,164.0,159.0,160.5,0.0,1281,0.07,0.093,0.06,0.36,0.382
4576,2019-08-15,2019-09-04,5629005,482042080,83.0,90.8,80.0,90.0,0.0,3589,0.173,0.183,0.043,0.366,0.535
4577,2022-05-24,2022-06-14,1361105,46970331,34.95,35.0,33.85,34.3,2.3,1021,0.047,0.069,0.034,0.117,0.177
4580,2019-12-16,2020-01-06,2813576,331052652,115.0,128.0,112.5,128.0,50.0,1955,0.34,0.34,0.178,0.371,0.396
4581,2020-02-17,2020-03-09,1050000,46815000,42.15,46.0,42.15,45.3,0.0,755,0.014,0.03,-0.057,0.28,0.391
4583,2022-04-18,2022-05-09,1148618,235688618,203.0,214.5,198.5,212.5,0.0,979,0.005,0.015,-0.061,0.14,0.205
4584,2022-09-15,2022-10-05,685000,35943931,55.0,55.2,50.1,50.6,10.05,518,0.007,0.098,-0.003,0.318,0.363
4585,2025-09-11,2025-09-26,6153928,2934925204,473.0,499.5,443.5,493.0,0.0,11710,0.136,0.151,0.022,0.755,1.17
4588,2024-01-09,2024-01-29,2042748,145993839,72.0,73.2,69.2,73.1,0.0,1572,0.148,0.15,0.087,0.48,0.526
4590,2026-01-14,2026-01-29,1184845,106002585,87.0,92.7,86.5,91.6,0.0,813,0.173,0.187,0.107,0.382,0.445
4741,2017-09-06,2017-09-26,975600,65853900,67.0,69.5,65.4,67.6,12.4,675,0.033,0.062,-0.0,0.279,0.363
4744,2018-06-22,2018-07-12,1936010,81246098,41.9,43.3,40.75,40.8,12.8,1261,0.123,0.192,0.121,0.492,0.544
4749,2024-12-27,2025-01-17,4601805,3104228387,657.0,691.0,657.0,688.0,208.0,6791,0.172,0.177,0.119,0.389,0.431
4760,2019-02-27,2019-03-21,1443070,50387708,34.65,35.9,34.0,35.15,12.55,956,0.034,0.056,0.0,0.775,0.82
4764,2017-12-14,2018-01-04,2337500,158133800,68.0,69.4,66.5,67.0,0.0,1645,0.2,0.243,0.191,0.272,0.291
4766,2018-11-08,2018-11-28,4114951,375998516,88.0,94.5,87.0,94.0,0.0,3263,0.181,0.188,0.094,0.138,0.191
4767,2018-10-08,2018-10-29,709600,13830539,19.05,20.5,18.95,18.95,0.95,484,0.025,0.109,0.025,0.07,0.139
4768,2022-03-22,2022-04-13,1193926,125395583,110.0,110.0,102.0,104.0,17.2,978,0.023,0.082,0.003,0.182,0.266
4770,2021-12-02,2021-12-22,3796229,976157140,265.0,265.0,250.5,252.0,0.0,2950,0.053,0.107,0.046,0.67,0.702
4771,2024-02-26,2024-03-18,2334985,754599417,306.0,333.0,305.5,328.5,0.0,2079,0.261,0.278,0.173,0.645,0.679
4772,2024-08-30,2024-09-20,7748082,1460270461,180.0,200.0,174.5,197.0,87.0,6654,0.428,0.449,0.265,0.504,0.568
4807,2017-06-06,2017-06-26,1370202,92117175,67.9,69.5,65.7,66.6,0.0,1021,-0.072,-0.031,-0.084,0.147,0.196
4923,2022-02-21,2022-03-14,1119639,84750146,76.5,77.5,75.0,75.7,13.8,864,0.016,0.04,0.007,0.404,0.433
4931,2019-08-27,2019-09-17,2844112,97394893,33.6,35.8,33.3,33.45,15.45,1793,-0.031,0.037,-0.036,1.09,1.168
4943,2016-10-24,2016-11-11,2650006,159360254,59.0,62.2,58.9,59.0,0.0,1731,-0.026,0.026,-0.028,0.206,0.237
4945,2020-11-02,2020-11-20,1253305,65394635,52.8,54.4,50.1,51.3,13.3,840,-0.008,0.052,-0.031,0.431,0.483
4949,2024-04-18,2024-05-09,3338578,109145053,32.5,35.5,30.0,35.45,0.0,1848,0.238,0.24,0.048,0.325,0.432
4951,2022-10-14,2022-11-03,923623,41275708,44.0,45.3,43.95,44.6,0.9,702,0.02,0.036,0.005,0.05,0.093
4961,2018-09-26,2018-10-17,5079890,187474962,36.9,38.2,36.2,36.4,0.0,3291,-0.035,0.013,-0.04,0.168,0.291
4967,2018-12-22,2019-01-14,4108060,120297210,30.3,30.8,28.2,28.5,0.0,2270,0.046,0.131,0.035,0.363,0.411
4989,2018-06-07,2018-06-28,9135161,291849161,31.0,34.1,30.4,33.3,0.0,4852,0.17,0.198,0.068,0.3,0.331
5220,2018-04-03,2018-04-26,2092101,62474480,30.55,30.7,28.8,28.8,3.5,1333,-0.02,0.045,-0.02,0.305,0.336
5222,2021-10-04,2021-10-25,7546103,1295986905,160.0,185.0,157.0,181.0,0.0,5467,0.478,0.51,0.282,0.454,0.512
5223,2018-06-11,2018-07-02,1995000,81139700,42.0,42.95,36.05,38.0,11.0,1428,-0.054,0.069,-0.102,0.429,0.606
5228,2022-04-29,2022-05-20,2456982,60611901,22.95,30.0,22.2,27.0,7.0,1460,0.212,0.346,-0.004,0.115,0.236
5236,2021-07-09,2021-07-29,4222331,925600279,210.5,230.0,207.0,224.5,64.5,3406,0.114,0.141,0.027,0.548,0.574
5244,2021-12-29,2022-01-19,3353771,174229051,50.0,53.9,49.0,53.0,0.0,2114,0.042,0.06,-0.036,0.469,0.488
5258,2016-12-12,2016-12-30,3564520,154458517,44.8,45.0,41.15,41.95,0.0,2456,0.063,0.141,0.043,0.066,0.127
5283,2019-05-06,2019-05-24,2013653,200661730,100.0,103.0,95.3,102.0,0.0,1706,-0.008,0.002,-0.073,0.197,0.243
5292,2023-11-01,2023-11-21,3455670,433482440,114.0,144.5,113.5,144.5,0.0,2629,0.734,0.734,0.362,0.299,0.372
5299,2018-01-03,2018-01-23,4486500,341224300,70.0,81.5,70.0,81.0,31.0,2629,0.223,0.231,0.057,0.513,0.55
5546,2020-04-29,2020-05-20,3106110,188315000,60.5,62.3,58.7,59.6,0.0,1982,0.003,0.048,-0.012,0.235,0.321
5547,2026-01-19,2026-02-03,1811866,41319062,22.8,23.9,22.0,23.6,3.2,1127,0.051,0.065,-0.02,0.272,0.321
5548,2024-02-26,2024-03-18,862766,27461294,32.55,32.95,30.0,31.8,11.8,714,-0.011,0.025,-0.067,0.67,0.784
5864,2018-03-14,2018-04-02,2176100,21449740,9.61,10.0,9.61,9.89,0.83,1307,0.068,0.08,0.038,0.327,0.329
5876,2018-09-28,2018-10-19,18388029,659237999,35.0,36.9,34.5,36.9,0.0,7498,0.075,0.075,0.006,0.324,0.371
6272,2025-12-05,2025-12-22,3271681,157411020,47.3,50.0,46.05,49.0,0.0,2376,0.12,0.143,0.053,0.316,0.367
6288,2018-04-18,2018-05-09,7403960,165592366,22.8,22.85,21.5,22.1,0.0,3596,0.02,0.055,-0.007,0.23,0.264
6416,2018-03-23,2018-04-16,4414519,682015742,152.0,159.5,150.5,158.0,0.0,2965,0.184,0.195,0.127,0.478,0.52
6418,2019-01-18,2019-02-18,1201100,32231390,27.8,28.9,26.05,26.4,4.35,874,-0.097,-0.011,-0.108,0.497,0.538
6423,2024-04-29,2024-05-15,915100,88141680,94.0,98.5,93.5,97.9,0.0,560,0.07,0.077,0.022,0.316,0.525
6425,2018-12-27,2019-01-18,3163098,141614622,45.85,45.95,43.0,43.0,13.0,1896,0.168,0.248,0.168,0.37,0.399
6438,2017-04-05,2017-04-25,2436802,128749406,52.0,54.9,51.2,52.5,10.5,1486,0.026,0.073,0.0,0.441,0.462
6441,2017-09-07,2017-09-27,1381300,86082750,63.0,63.6,61.5,61.5,11.5,880,0.027,0.062,0.027,0.361,0.425
6461,2018-03-08,2018-03-28,8026110,312498681,37.2,41.7,37.2,41.05,6.25,4429,0.158,0.177,0.05,0.133,0.181
6472,2017-03-28,2017-04-19,1232538,70841710,57.6,63.0,52.3,54.3,21.8,855,-0.129,0.01,-0.161,1.435,1.494
6474,2025-11-06,2025-11-25,857485,31112109,37.0,37.0,35.2,36.55,4.75,757,0.059,0.072,0.02,0.234,0.302
6491,2019-09-17,2019-10-07,2450008,439368440,179.0,181.5,177.5,178.5,0.0,2098,0.027,0.045,0.022,0.295,0.349
6492,2017-03-31,2017-04-24,2615432,411494572,160.5,165.0,146.0,146.0,-16.0,1266,-0.14,-0.028,-0.14,0.225,0.257
6497,2017-05-10,2017-06-01,5042015,276330129,58.0,59.8,50.2,52.2,-16.7,2487,-0.243,-0.132,-0.272,0.0,0.077
6498,2025-05-05,2025-05-20,1461473,128711135,86.0,89.9,85.0,89.0,17.0,1224,0.175,0.187,0.122,0.208,0.262
6499,2016-07-06,2016-07-27,2218292,377052680,169.0,174.5,165.0,165.0,33.0,1578,0.006,0.063,0.006,0.309,0.367
6515,2020-12-30,2021-01-20,1918645,915905364,470.0,506.0,465.0,486.0,0.0,1941,0.319,0.373,0.262,0.241,0.281
6516,2019-04-15,2019-05-06,895000,161310000,180.0,189.0,175.0,180.5,42.5,823,-0.069,-0.025,-0.097,0.775,0.826
6517,2022-11-25,2022-12-15,5619503,316842214,50.6,64.5,50.6,64.0,31.2,3031,0.514,0.526,0.197,0.416,0.443
6526,2023-09-26,2023-10-19,5006963,2088862794,410.0,429.0,400.0,415.0,0.0,6747,-0.046,-0.013,-0.08,0.0,0.078
6527,2019-12-05,2019-12-25,2137114,176792361,81.5,87.1,81.1,86.2,27.4,1568,0.182,0.194,0.112,0.365,0.389
6533,2017-02-20,2017-03-14,5889591,873611618,135.0,199.0,131.0,189.5,0.0,4332,0.777,0.866,0.228,0.911,0.966
6534,2023-12-06,2023-12-21,1015311,83220193,82.0,82.9,80.8,82.4,0.0,535,0.03,0.037,0.01,0.35,0.439
6535,2016-09-05,2016-09-26,6999098,427733172,57.5,64.3,56.3,63.7,9.7,4181,0.129,0.14,-0.002,0.195,0.254
6542,2016-08-19,2016-09-08,1309147,135714500,108.0,108.5,90.0,99.8,-6.2,648,-0.131,-0.056,-0.217,0.152,0.193
6546,2022-05-04,2022-05-24,3161692,374028605,113.0,124.0,112.0,123.0,27.0,2316,0.213,0.223,0.105,0.169,0.215
6547,2018-03-26,2018-04-17,6318250,262049650,40.4,43.5,40.1,41.0,13.0,4376,0.34,0.422,0.311,0.184,0.224
6548,2016-08-25,2016-09-13,925000,128389500,133.0,147.0,130.0,138.0,36.0,693,0.107,0.179,0.043,0.366,0.418
6550,2022-05-16,2022-06-06,6880234,658061680,94.1,98.0,94.0,95.2,0.0,5117,0.126,0.159,0.112,0.024,0.155
6554,2016-11-22,2016-12-12,3286000,177907100,55.8,56.3,50.5,51.4,-4.4,1472,-0.079,0.009,-0.095,0.163,0.221
6556,2017-10-11,2017-10-31,639002,27975441,44.8,46.9,40.3,45.5,15.8,542,0.208,0.245,0.07,0.321,0.395
6558,2018-11-15,2018-12-05,9299751,317470482,30.0,38.0,30.0,37.5,0.0,4449,0.603,0.624,0.282,0.358,0.43
6560,2017-01-04,2017-01-24,2497935,152717015,52.0,70.1,51.7,69.6,38.8,1469,0.936,0.95,0.438,0.381,0.4
6561,2018-05-16,2018-06-05,3203031,672620448,214.0,216.0,204.0,204.0,34.0,2464,0.033,0.094,0.033,0.407,0.452
6568,2016-12-08,2016-12-28,2330974,351625481,144.0,159.0,143.0,153.5,17.5,1615,0.093,0.132,0.018,0.27,0.291
6569,2016-12-01,2016-12-21,1244464,298828936,250.0,258.0,223.0,224.0,39.0,1017,0.048,0.207,0.044,0.355,0.398
6570,2017-11-21,2017-12-11,863002,26849360,32.0,32.5,29.6,29.8,4.6,570,-0.035,0.052,-0.041,0.324,0.372
6573,2017-09-06,2017-09-26,2989000,112312750,38.5,38.55,36.5,37.0,0.0,1590,0.032,0.075,0.018,0.123,0.195
6574,2017-08-15,2017-09-04,711000,98041500,133.0,144.0,133.0,141.0,13.0,564,0.084,0.108,0.023,0.128,0.188
6576,2018-06-08,2018-06-29,2682256,158698248,60.0,60.3,58.0,58.2,13.0,1975,0.06,0.098,0.056,0.33,0.373
6577,2017-03-01,2017-03-21,4651164,465049785,105.0,110.0,85.0,85.7,32.9,3247,0.204,0.546,0.194,0.472,0.523
6578,2018-08-29,2018-09-18,2133545,53450830,24.0,25.7,24.0,24.85,4.85,1057,0.032,0.068,-0.003,0.294,0.324
6579,2017-08-01,2017-08-21,2567000,289993000,114.0,116.5,110.0,112.5,0.0,1757,0.053,0.09,0.029,0.341,0.433
6581,2018-01-10,2018-01-30,5586680,629388700,110.0,117.0,107.5,114.0,0.0,3250,0.101,0.13,0.038,0.343,0.397
6582,2017-05-24,2017-06-14,2332100,168706590,74.7,75.3,70.1,71.2,0.0,1712,-0.049,0.006,-0.063,0.18,0.243
6584,2023-04-27,2023-05-18,1941261,129653325,66.0,69.8,65.2,68.4,32.4,1425,0.054,0.076,0.005,1.08,1.163
6585,2022-04-29,2022-05-20,1818201,112636063,61.0,63.0,60.7,62.7,0.0,1133,0.031,0.036,-0.001,0.017,0.103
6588,2020-06-09,2020-07-01,2803378,429991638,155.0,162.5,145.0,151.0,83.0,2281,0.44,0.549,0.382,0.763,0.82
6589,2019-06-10,2019-06-28,6358781,195059645,30.8,31.5,30.0,31.25,0.4,2941,0.013,0.021,-0.028,0.076,0.144
6590,2018-12-05,2018-12-24,1195534,40570485,38.0,38.0,30.0,32.25,13.1,887,0.435,0.69,0.335,0.285,0.362
6592,2019-11-19,2019-12-09,46515299,4163181400,82.0,100.0,80.0,98.0,0.0,29039,0.403,0.431,0.145,0.332,0.529
6593,2017-10-16,2017-11-03,2161248,97221912,40.2,53.0,40.2,50.0,20.0,1147,0.399,0.483,0.125,0.25,0.322
6596,2017-12-14,2018-01-04,997002,63985829,64.5,65.8,63.3,63.3,0.5,711,0.007,0.047,0.007,0.076,0.132
6597,2025-04-22,2025-05-08,821045,69293806,85.0,86.8,81.6,86.8,0.2,603,0.003,0.003,-0.057,0.029,0.127
6598,2020-05-20,2020-06-09,5639193,598980981,105.0,116.0,95.0,115.5,0.0,3977,0.28,0.286,0.053,1.013,1.255
6606,2023-03-06,2023-03-24,4097350,117528243,29.4,29.4,28.1,28.5,0.0,2656,0.042,0.075,0.027,0.533,0.613
6612,2018-06-28,2018-07-18,3174410,248270443,69.5,88.0,68.9,85.0,38.55,1969,0.491,0.544,0.209,0.474,0.497
6613,2017-12-08,2017-12-28,2177460,391009527,177.0,187.0,173.0,180.5,45.5,1688,0.117,0.157,0.071,0.294,0.341
6614,2025-11-07,2025-11-25,2028113,96587824,47.8,49.4,46.0,47.45,0.0,1704,0.023,0.065,-0.008,0.023,0.19
6615,2018-01-02,2018-01-22,1244000,113488500,90.0,94.9,88.8,90.1,18.1,968,0.055,0.112,0.04,0.37,0.423
6616,2017-12-20,2018-01-10,2035000,49066250,23.0,28.2,22.2,26.85,8.85,1001,0.274,0.338,0.054,0.333,0.405
6617,2024-05-28,2024-06-18,2712683,358165033,130.5,135.5,126.0,132.0,-9.0,2526,-0.065,-0.04,-0.107,0.0,0.123
6620,2025-12-08,2025-12-23,2390615,215399360,91.8,91.8,88.5,89.9,5.6,2180,0.066,0.089,0.049,0.078,0.166
6624,2019-05-08,2019-05-28,991000,63102800,63.0,65.5,61.8,63.6,13.6,624,0.047,0.079,0.018,0.536,0.567
6625,2018-01-18,2018-02-07,2197300,187590700,91.3,91.4,78.0,86.9,0.0,1278,0.193,0.255,0.071,0.221,0.289
6629,2019-05-17,2019-06-06,967000,38327350,41.9,42.0,38.0,38.2,2.6,618,-0.036,0.06,-0.041,0.349,0.413
6637,2024-05-28,2024-06-18,1866423,182911275,91.0,108.0,90.9,104.5,38.5,1410,0.239,0.28,0.078,0.355,0.406
6640,2018-10-02,2018-10-23,850050,33016050,37.5,41.0,37.5,39.6,2.1,518,0.001,0.037,-0.052,0.235,0.266
6641,2018-09-03,2018-09-21,1549686,131071955,85.5,86.5,82.6,83.0,0.0,1121,0.029,0.073,0.024,0.25,0.29
6642,2019-09-02,2019-09-23,1472100,57812150,38.7,40.25,38.6,40.25,10.25,920,0.144,0.144,0.098,0.315,0.348
6643,2019-01-03,2019-01-23,1477777,422320946,290.0,295.0,277.0,281.5,83.5,1227,0.18,0.237,0.161,0.497,0.518
